账套,订单号,订单子项号,客户代码（需方）,客户名称,最终用户,最终用户名称,部门代码,最早交货月,订单交货月,保产合同/非保产合同,渠道委托控货标记,制造单元,股份合同性质,品种代码,订单是否变更过(价格变更),订单是否变更过(重量变更),订单是否变更过 (交货信息变更(订单是否变更物流模板)),发布的期货价格政策,营销员代码,营销员姓名,协议价格类型,渠道强制生效&延付罚息白名单维护（Q01-延付罚息白名单，Q03-强制生效管控名单）,合同是否厂商银（F-融资）,交货方式,运输方式代码,运输方式名称,备货转销售,客商信息中的经销商（客户分级）,是否为协议用户（需方）需找客商,订单是否免息,收条是否有免息政策,收条上做买方付息，做报批件，做过折现的,订货量,订单价格(不含税）,订单价格(含税）,订单价格(结算）,总重量,总金额(含税),本客户的平均回款天数:本客户的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,强制生效时间,本单该客户的平均晚回款比例：(本单客户的本次配足款时间-合同强制生效时间)/本客户的平均回款天数,本品种的平均回款天数:本品种的所有订单sum（订单首次配足款时间-合同强制生效时间）/订单数,本单该品种的平均晚回款比例：(本单品种的本次配足款时间-合同强制生效时间)/本品种的平均回款天数,总件数（按件计）,本客户历史订货总量,本客户历史订单总数（合约数）,订单首次配足款时间,本品种历史订单总数（合约数）,强制生效-首付款差值综合（客户）,强制生效-首付款差值综合（品种）
QB000000,QB24A00225,QB24A002250014,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142141681,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,67.761,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250015,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142142899,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,65.439,3699,4179.87,3699,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250016,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142144200,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,62.343,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250017,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142145436,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,60.525,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250018,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142146692,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,58.995,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250019,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142147907,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,57.213,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250020,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142149145,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,55.674,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250021,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142150538,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,58.761,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250022,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142151984,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,54.54,3699,4179.87,3699,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250023,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142153230,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,52.884,3699,4179.87,3699,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250024,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142154524,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,50.589,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250025,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142155761,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,49.293,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250026,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142157023,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,48.267,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250027,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142158291,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,46.989,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250028,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142159526,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,45.972,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250029,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142200795,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,45.99,3649,4123.37,3649,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250030,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142202069,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,38.432,3699,4179.87,3699,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,8,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250031,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142203324,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,4.887,3699,4179.87,3699,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,1,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250032,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142204544,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,43.803,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250033,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142205824,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,51.021,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250034,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142207173,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,49.167,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250035,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142208481,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,47.646,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250036,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142209788,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,46.125,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250037,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142211022,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,44.622,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250038,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142212242,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,42.642,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250039,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142213583,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,30.816,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,8,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250040,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142214804,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,3.922,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,1,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250041,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142216044,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,35.739,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250042,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142217275,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,35.631,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250043,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142218468,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,36.819,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250044,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142219701,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,36.522,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250045,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142220968,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,37.683,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250046,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142222234,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,41.697,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250047,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142223503,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,41.31,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250048,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142224741,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,31.644,3489,3942.57,3489,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,9,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250049,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142226099,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,39.115,3439,3886.07,3439,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,5,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250050,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142227529,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,8.996,3689,4168.57,3689,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,1,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250051,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142228768,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,23.994,3639,4112.07,3639,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,2,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250052,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142230055,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,5.053,4039,4564.07,4039,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,1,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250053,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142231385,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,6.062,3889,4394.57,3889,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,1,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250054,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142232642,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,25.436,3689,4168.57,3689,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,2,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250055,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142233871,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,8.517,3689,4168.57,3689,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,1,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00225,QB24A002250056,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142235231,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,17.586,3689,4168.57,3689,2750.397,9733548.91,22.66666667,20240926140735,0.882352941,23.375,0.855614973,2,6226.243,3,20241016111431000,8,68,187
QB000000,QB24A00226,QB24A002260001,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142648555,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,74.175,3739,4225.07,3739,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260002,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142650230,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,72.645,3689,4168.57,3689,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260003,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142651486,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,70.09,3639,4112.07,3639,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260004,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142652712,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,67.565,3639,4112.07,3639,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260005,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142653937,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,60.735,3689,4168.57,3689,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260006,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142655250,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,55.855,3689,4168.57,3689,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260007,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142656541,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,60.47,3639,4112.07,3639,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260008,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142657727,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,58.315,3639,4112.07,3639,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260009,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142658924,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,56.185,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260010,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142700200,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,54.2,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260011,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142701509,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,52.805,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260012,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142702752,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,47.64,3489,3942.57,3489,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260013,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142703998,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,45.85,3489,3942.57,3489,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260014,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142705268,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,46.56,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260015,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142706521,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,44.98,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260016,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142707752,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,43.42,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260017,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142709003,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,42,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260018,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142710258,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,40.44,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260019,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142711519,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,41.73,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260020,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142712735,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,38.57,3489,3942.57,3489,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260021,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142713980,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,37.255,3489,3942.57,3489,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260022,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142715211,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,35.485,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260023,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142716450,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,34.48,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260024,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142717639,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,33.345,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260025,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142718936,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,32.35,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
QB000000,QB24A00226,QB24A002260026,199608,广东粤水电装备集团有限公司,199608,广东粤水电装备集团有限公司,QB202500,202410,20240909142720189,N,,Z,QZA,J0,N,N,N,,E73005,李华林,,Q01,,20,23,,,B,,,,,31.355,3439,3886.07,3439,1763.124,6199923.19,22.66666667,20240913140202,1.235294118,23.375,1.197860963,5,6226.243,3,20241011152252000,8,68,187
